期号,开奖日期,红球,蓝球,排序红球,排序蓝球,出球顺序,销售额,奖池金额,星期
2018014,2018/2/1,09 12 20 24 28 31,7,09 12 20 24 28 31,7,09 20 31 28 12 24,341965074,370944726,星期四
2018013,2018/1/30,06 08 13 15 22 33,6,06 08 13 15 22 33,6,08 13 33 15 22 06,338322260,410564826,星期二
2018012,2018/1/28,11 12 13 19 26 28,12,11 12 13 19 26 28,12,12 19 26 11 28 13,367108128,406003688,星期日
2018011,2018/1/25,03 10 21 23 27 33,11,03 10 21 23 27 33,11,27 10 03 21 23 33,336871794,397713208,星期四
2018010,2018/1/23,01 08 17 20 21 22,3,01 08 17 20 21 22,3,21 22 08 17 01 20,351327690,385873044,星期二
2018009,2018/1/21,05 10 17 23 26 32,7,05 10 17 23 26 32,7,10 17 26 23 05 32,384256808,364964347,星期日
2018008,2018/1/18,05 09 10 12 17 19,13,05 09 10 12 17 19,13,05 09 17 12 10 19,359785672,427643568,星期四
2018007,2018/1/16,13 14 20 25 27 31,12,13 14 20 25 27 31,12,31 20 13 25 27 14,354279554,435109760,星期二
2018006,2018/1/14,02 07 08 09 17 29,11,02 07 08 09 17 29,11,09 29 17 07 08 02,387617618,425081503,星期日
2018005,2018/1/11,02 20 21 28 31 33,6,02 20 21 28 31 33,6,31 20 21 02 33 28,354961030,423934061,星期四
2018004,2018/1/9,14 18 19 26 30 31,11,14 18 19 26 30 31,11,31 18 30 26 14 19,349304820,358237373,星期二
2018003,2018/1/7,01 14 16 17 20 31,4,01 14 16 17 20 31,4,16 31 20 01 14 17,388121442,384536000,星期日
2018002,2018/1/4,07 18 24 29 31 33,16,07 18 24 29 31 33,16,07 33 18 24 31 29,351610618,338840952,星期四
2018001,2018/1/2,01 08 11 26 28 31,4,01 08 11 26 28 31,4,28 11 26 01 31 08,367348082,278621134,星期二
2017154,2017/12/31,05 09 13 15 18 26,5,05 09 13 15 18 26,5,15 05 18 13 26 09,414241024,338693168,星期日
2017153,2017/12/28,07 11 12 13 18 19,16,07 11 12 13 18 19,16,13 11 07 18 19 12,372349292,324719716,星期四
2017152,2017/12/26,06 10 23 25 26 29,5,06 10 23 25 26 29,5,29 26 23 10 06 25,367326916,270223240,星期二
2017151,2017/12/24,02 05 07 09 11 27,16,02 05 07 09 11 27,16,09 07 27 02 11 05,410102286,265615770,星期日
2017150,2017/12/21,06 14 19 20 21 23,8,06 14 19 20 21 23,8,20 23 19 14 21 06,382821120,231409917,星期四
2017149,2017/12/19,05 08 15 20 27 30,13,05 08 15 20 27 30,13,30 20 05 08 27 15,389703152,229382406,星期二
2017148,2017/12/17,04 07 11 14 29 32,12,04 07 11 14 29 32,12,07 32 11 14 04 29,419003890,558628074,星期日
2017147,2017/12/14,03 07 20 21 25 31,14,03 07 20 21 25 31,14,25 31 07 20 03 21,397012632,585636222,星期四
2017146,2017/12/12,01 19 25 26 27 33,10,01 19 25 26 27 33,10,01 25 27 26 33 19,409358700,515383281,星期二
2017145,2017/12/10,02 06 12 17 25 28,12,02 06 12 17 25 28,12,17 12 28 06 25 02,434698744,574055706,星期日
2017144,2017/12/7,03 14 16 20 31 32,9,03 14 16 20 31 32,9,16 14 32 03 20 31,394649686,696647832,星期四
2017143,2017/12/5,04 06 09 14 20 29,14,04 06 09 14 20 29,14,14 06 29 20 04 09,383967718,707688280,星期二
2017142,2017/12/3,08 13 14 18 23 33,6,08 13 14 18 23 33,6,23 13 14 18 08 33,417715258,712354014,星期日
2017141,2017/11/30,01 06 07 11 13 15,5,01 06 07 11 13 15,5,07 06 11 13 01 15,374075240,698733752,星期四
2017140,2017/11/28,21 22 25 28 29 30,8,21 22 25 28 29 30,8,28 21 22 25 29 30,376479116,687332768,星期二
2017139,2017/11/26,02 14 20 24 28 32,16,02 14 20 24 28 32,16,28 14 24 02 20 32,409744564,721754472,星期日
2017138,2017/11/23,01 17 24 28 32 33,2,01 17 24 28 32 33,2,28 01 24 17 32 33,377937674,672085896,星期四
2017137,2017/11/21,05 10 20 23 26 31,3,05 10 20 23 26 31,3,26 10 23 31 05 20,376184186,635431923,星期二
2017136,2017/11/19,03 07 10 18 21 24,12,03 07 10 18 21 24,12,03 10 18 07 24 21,401556928,614278265,星期日
2017135,2017/11/16,01 06 07 14 18 26,16,01 06 07 14 18 26,16,07 14 18 06 01 26,378825098,659493336,星期四
2017134,2017/11/14,04 05 11 14 28 32,4,04 05 11 14 28 32,4,28 05 04 11 14 32,365781644,635172616,星期二
2017133,2017/11/12,06 15 17 18 23 30,11,06 15 17 18 23 30,11,30 23 18 15 17 06,400247724,662957197,星期日
2017132,2017/11/9,02 03 05 09 13 28,11,02 03 05 09 13 28,11,09 13 05 02 03 28,377852842,633905850,星期四
2017131,2017/11/7,01 07 10 11 26 27,11,01 07 10 11 26 27,11,07 27 10 01 11 26,367788616,600864875,星期二
2017130,2017/11/5,05 13 14 23 25 31,2,05 13 14 23 25 31,2,31 13 05 23 25 14,401382016,690570120,星期日
2017129,2017/11/2,05 06 09 14 21 33,2,05 06 09 14 21 33,2,14 33 09 21 06 05,334351058,638652615,星期四
2017128,2017/10/31,02 06 13 22 29 31,8,02 06 13 22 29 31,8,22 29 02 31 13 06,323872230,588766113,星期二
2017127,2017/10/29,14 15 21 24 27 32,12,14 15 21 24 27 32,12,21 24 14 27 32 15,351381232,647103220,星期日
2017126,2017/10/26,01 16 17 21 27 30,16,01 16 17 21 27 30,16,21 01 27 30 16 17,328800104,618963440,星期四
2017125,2017/10/24,01 14 23 25 29 30,3,01 14 23 25 29 30,3,25 23 14 01 29 30,324821104,598302894,星期二
2017124,2017/10/22,02 06 11 26 28 29,3,02 06 11 26 28 29,3,28 26 02 06 29 11,352610564,582215080,星期日
2017123,2017/10/19,04 05 06 11 21 31,10,04 05 06 11 21 31,10,06 31 04 21 11 05,327467830,578631376,星期四
2017122,2017/10/17,11 20 21 22 24 27,15,11 20 21 22 24 27,15,22 21 27 24 20 11,323216212,624823324,星期二
2017121,2017/10/15,11 18 19 22 24 32,7,11 18 19 22 24 32,7,32 19 22 18 24 11,344520506,597274960,星期日
2017120,2017/10/12,08 10 15 19 23 28,16,08 10 15 19 23 28,16,10 19 08 23 28 15,319254526,590730365,星期四
2017119,2017/10/10,09 16 21 25 26 31,14,09 16 21 25 26 31,14,31 09 25 26 21 16,311293858,557828271,星期二
2017118,2017/10/8,08 09 15 22 30 33,16,08 09 15 22 30 33,16,22 33 09 30 15 08,339910326,562212840,星期日
2017117,2017/10/5,01 02 08 11 14 21,9,01 02 08 11 14 21,9,11 08 02 01 14 21,277103412,565108899,星期四
2017116,2017/10/3,02 14 20 22 30 32,2,02 14 20 22 30 32,2,14 30 22 32 02 20,270066216,550134702,星期二
2017115,2017/10/1,04 10 11 25 30 31,1,04 10 11 25 30 31,1,11 04 31 25 10 30,322048056,557069238,星期日
2017114,2017/9/28,06 12 13 15 18 26,13,06 12 13 15 18 26,13,06 12 15 13 18 26,321554260,533714324,星期四
2017113,2017/9/26,04 06 16 27 29 33,5,04 06 16 27 29 33,5,29 06 04 33 16 27,316223542,507647724,星期二
2017112,2017/9/24,03 10 14 16 22 23,11,03 10 14 16 22 23,11,23 16 22 10 03 14,346255520,490214060,星期日
2017111,2017/9/21,05 10 17 19 29 32,12,05 10 17 19 29 32,12,19 10 05 32 17 29,317976914,443532928,星期四
2017110,2017/9/19,01 03 12 15 19 23,14,01 03 12 15 19 23,14,12 19 15 23 01 03,316936062,482979264,星期二
2017109,2017/9/17,08 14 16 18 21 23,16,08 14 16 18 21 23,16,21 16 08 14 18 23,349302018,436050760,星期日
2017108,2017/9/14,07 12 14 15 17 20,1,07 12 14 15 17 20,1,17 14 15 20 07 12,320774192,390692040,星期四
2017107,2017/9/12,08 09 15 17 30 32,6,08 09 15 17 30 32,6,32 30 08 09 15 17,319335446,368859616,星期二
2017106,2017/9/10,12 15 20 25 27 31,2,12 15 20 25 27 31,2,31 20 25 12 15 27,346574690,421291764,星期日
2017105,2017/9/7,03 06 07 12 25 26,7,03 06 07 12 25 26,7,03 12 06 25 07 26,314223620,385864894,星期四
2017104,2017/9/5,01 14 15 20 23 30,14,01 14 15 20 23 30,14,01 14 23 30 20 15,310263038,523607612,星期二
2017103,2017/9/3,01 21 23 25 31 33,1,01 21 23 25 31 33,1,25 31 33 01 21 23,347478996,469614348,星期日
2017102,2017/8/31,04 08 10 14 18 20,11,04 08 10 14 18 20,11,10 14 04 20 18 08,315963272,455170324,星期四
2017101,2017/8/29,01 04 11 28 31 32,16,01 04 11 28 31 32,16,11 28 01 32 04 31,313219868,498878630,星期二
2017100,2017/8/27,04 07 08 18 23 24,2,04 07 08 18 23 24,2,23 04 07 18 24 08,343590604,435010976,星期日
2017099,2017/8/24,02 05 06 16 28 29,4,02 05 06 16 28 29,4,06 05 16 28 29 02,310565530,460398735,星期四
2017098,2017/8/22,04 19 22 27 30 33,1,04 19 22 27 30 33,1,04 27 22 30 33 19,314009676,561544774,星期二
2017097,2017/8/20,05 10 18 19 30 31,3,05 10 18 19 30 31,3,18 10 30 31 19 05,348913966,616091250,星期日
2017096,2017/8/17,02 06 11 12 19 29,6,02 06 11 12 19 29,6,12 19 02 06 29 11,322973284,611617622,星期四
2017095,2017/8/15,09 10 12 19 22 29,16,09 10 12 19 22 29,16,22 09 19 12 29 10,317203922,632720984,星期二
2017094,2017/8/13,08 11 13 19 28 31,6,08 11 13 19 28 31,6,31 28 08 11 19 13,341689810,658076283,星期日
2017093,2017/8/10,07 08 09 15 22 27,12,07 08 09 15 22 27,12,22 07 27 09 15 08,308248758,662712921,星期四
2017092,2017/8/8,10 18 19 29 32 33,9,10 18 19 29 32 33,9,29 10 33 18 19 32,308876342,826577324,星期二
2017091,2017/8/6,05 07 10 23 28 29,3,05 07 10 23 28 29,3,07 10 28 05 23 29,337138076,795913308,星期日
2017090,2017/8/3,01 07 10 16 22 33,9,01 07 10 16 22 33,9,33 16 22 10 01 07,312174318,772752284,星期四
2017089,2017/8/1,11 12 13 16 23 25,12,11 12 13 16 23 25,12,16 11 12 13 23 25,314842050,750483542,星期二
2017088,2017/7/30,07 09 18 22 23 29,6,07 09 18 22 23 29,6,22 18 07 29 23 09,346380162,702515540,星期日
2017087,2017/7/27,03 06 13 14 19 28,6,03 06 13 14 19 28,6,28 03 19 14 13 06,316090948,705056937,星期四
2017086,2017/7/25,03 05 06 13 20 22,7,03 05 06 13 20 22,7,05 06 13 03 22 20,313250840,741969095,星期二
2017085,2017/7/23,01 05 06 16 25 30,9,01 05 06 16 25 30,9,01 25 30 06 05 16,340676888,736565578,星期日
2017084,2017/7/20,01 05 11 20 22 24,2,01 05 11 20 22 24,2,11 05 01 22 24 20,314750766,746247204,星期四
2017083,2017/7/18,03 08 14 20 24 26,12,03 08 14 20 24 26,12,08 14 24 20 03 26,305712986,741221637,星期二
2017082,2017/7/16,14 18 21 25 28 29,10,14 18 21 25 28 29,10,14 21 18 28 29 25,340327376,770257854,星期日
2017081,2017/7/13,03 05 14 25 26 30,5,03 05 14 25 26 30,5,03 14 05 30 26 25,311169340,771574680,星期四
2017080,2017/7/11,01 12 16 20 22 24,8,01 12 16 20 22 24,8,24 12 16 01 22 20,309113400,761168290,星期二
2017079,2017/7/9,03 07 14 23 25 27,8,03 07 14 23 25 27,8,03 27 23 14 07 25,338568770,772154315,星期日
2017078,2017/7/6,05 07 18 19 22 24,16,05 07 18 19 22 24,16,18 24 22 07 05 19,308678006,763870919,星期四
2017077,2017/7/4,01 02 04 15 17 22,14,01 02 04 15 17 22,14,22 17 02 01 04 15,310153396,752910976,星期二
2017076,2017/7/2,01 04 08 09 14 15,13,01 04 08 09 14 15,13,04 01 08 15 14 09,346391726,721042021,星期日
2017075,2017/6/29,01 03 06 19 21 29,7,01 03 06 19 21 29,7,19 01 06 03 29 21,320592160,711353370,星期四
2017074,2017/6/27,02 06 16 23 30 31,2,02 06 16 23 30 31,2,06 23 16 31 30 02,312167868,720097616,星期二
2017073,2017/6/25,03 06 16 23 26 30,14,03 06 16 23 26 30,14,06 16 03 23 26 30,347269730,747555120,星期日
2017072,2017/6/22,06 11 14 23 26 30,2,06 11 14 23 26 30,2,23 11 26 30 06 14,321195342,740584900,星期四
2017071,2017/6/20,02 03 06 14 31 32,3,02 03 06 14 31 32,3,02 31 03 32 06 14,322489468,745151312,星期二
2017070,2017/6/18,01 06 14 22 25 26,12,01 06 14 22 25 26,12,25 01 22 06 14 26,357559628,709557056,星期日
2017069,2017/6/15,02 11 12 23 29 31,5,02 11 12 23 29 31,5,11 31 02 29 23 12,326172358,683978436,星期四
2017068,2017/6/13,02 06 10 22 30 31,15,02 06 10 22 30 31,15,02 30 22 10 31 06,320912348,655631053,星期二
2017067,2017/6/11,01 03 04 10 18 29,4,01 03 04 10 18 29,4,01 29 03 10 04 18,356270498,630964440,星期日
2017066,2017/6/8,01 04 06 17 19 26,3,01 04 06 17 19 26,3,26 01 04 17 06 19,329821920,624968496,星期四
2017065,2017/6/6,02 05 08 10 12 21,7,02 05 08 10 12 21,7,02 08 10 12 05 21,320800086,619300374,星期二
2017064,2017/6/4,02 10 16 22 24 28,15,02 10 16 22 24 28,15,16 10 24 02 28 22,351655222,654376180,星期日
2017063,2017/6/1,12 16 20 22 25 31,4,12 16 20 22 25 31,4,12 25 22 31 20 16,307572084,624355820,星期四
2017062,2017/5/30,01 07 22 24 26 31,10,01 07 22 24 26 31,10,26 31 22 24 07 01,292747704,588631018,星期二
2017061,2017/5/28,06 07 12 20 26 27,11,06 07 12 20 26 27,11,06 20 12 26 07 27,327891234,546535704,星期日
2017060,2017/5/25,05 10 13 24 26 31,4,05 10 13 24 26 31,4,26 10 13 24 05 31,320553910,613018696,星期四
2017059,2017/5/23,04 08 09 15 19 25,9,04 08 09 15 19 25,9,15 25 09 19 08 04,306145516,586532102,星期二
2017058,2017/5/21,01 09 13 22 28 32,11,01 09 13 22 28 32,11,01 09 28 22 32 13,338794650,702858272,星期日
2017057,2017/5/18,18 20 22 23 30 31,16,18 20 22 23 30 31,16,18 31 30 20 22 23,314697362,698067117,星期四
2017056,2017/5/16,13 14 18 19 21 28,6,13 14 18 19 21 28,6,13 21 14 18 19 28,317424132,697988120,星期二
2017055,2017/5/14,07 12 13 20 24 31,5,07 12 13 20 24 31,5,12 24 13 20 31 07,342200872,685895820,星期日
2017054,2017/5/11,02 03 09 23 28 33,8,02 03 09 23 28 33,8,09 02 33 28 23 03,315730948,746396522,星期四
2017053,2017/5/9,04 09 11 15 29 31,6,04 09 11 15 29 31,6,15 04 09 31 29 11,316559816,716619576,星期二
2017052,2017/5/7,07 08 18 24 29 31,7,07 08 18 24 29 31,7,31 08 18 24 07 29,346847224,704802480,星期日
2017051,2017/5/4,02 05 09 15 24 25,11,02 05 09 15 24 25,11,09 15 24 02 05 25,315667040,682920580,星期四
2017050,2017/5/2,10 12 20 24 27 29,7,10 12 20 24 27 29,7,27 12 20 29 10 24,308163776,700584945,星期二
2017049,2017/4/30,01 08 14 15 20 29,10,01 08 14 15 20 29,10,14 08 15 29 01 20,326777700,680077398,星期日
2017048,2017/4/27,05 08 09 14 15 19,7,05 08 09 14 15 19,7,09 14 15 19 05 08,317465116,664324529,星期四
2017047,2017/4/25,02 05 08 10 32 33,2,02 05 08 10 32 33,2,33 10 08 32 05 02,313845556,694177440,星期二
2017046,2017/4/23,04 13 14 23 26 32,10,04 13 14 23 26 32,10,04 13 26 32 23 14,348845228,677946402,星期日
2017045,2017/4/20,05 07 16 20 21 25,5,05 07 16 20 21 25,5,16 25 07 21 05 20,320562564,664910592,星期四
2017044,2017/4/18,08 16 19 21 31 32,6,08 16 19 21 31 32,6,08 31 16 19 32 21,318935018,636516015,星期二
2017043,2017/4/16,08 13 16 23 27 31,8,08 13 16 23 27 31,8,08 13 23 16 27 31,348879160,669647148,星期日
2017042,2017/4/13,01 02 04 07 10 23,4,01 02 04 07 10 23,4,23 02 07 04 10 01,326995938,652974432,星期四
2017041,2017/4/11,04 10 13 15 22 27,4,04 10 13 15 22 27,4,13 27 22 04 15 10,322450520,634663869,星期二
2017040,2017/4/9,15 19 23 28 29 33,4,15 19 23 28 29 33,4,33 28 19 23 29 15,359413424,691582671,星期日
2017039,2017/4/6,02 04 12 14 17 24,15,02 04 12 14 17 24,15,02 12 04 17 24 14,330405710,730094377,星期四
2017038,2017/4/4,01 04 08 13 24 27,5,01 04 08 13 24 27,5,01 04 13 08 24 27,310673636,656476865,星期二
2017037,2017/4/2,11 15 20 22 25 30,5,11 15 20 22 25 30,5,25 11 30 20 22 15,346434206,629265693,星期日
2017036,2017/3/30,01 02 05 10 24 27,15,01 02 05 10 24 27,15,10 24 02 27 01 05,340257990,613555992,星期四
2017035,2017/3/28,01 06 14 24 28 32,12,01 06 14 24 28 32,12,28 01 32 06 24 14,342022594,568068720,星期二
2017034,2017/3/26,04 07 08 19 32 33,13,04 07 08 19 32 33,13,19 32 04 08 33 07,373962682,618519064,星期日
2017033,2017/3/23,05 07 15 20 23 30,15,05 07 15 20 23 30,15,30 23 05 07 15 20,346477046,610298424,星期四
2017032,2017/3/21,05 08 15 24 27 31,11,05 08 15 24 27 31,11,24 27 31 15 05 08,346410188,609910623,星期二
2017031,2017/3/19,06 10 16 26 27 29,3,06 10 16 26 27 29,3,26 10 06 27 29 16,377406752,924910650,星期日
2017030,2017/3/16,01 07 09 20 23 30,2,01 07 09 20 23 30,2,09 23 30 07 01 20,350487064,1037107695,星期四
2017029,2017/3/14,02 15 21 23 25 30,10,02 15 21 23 25 30,10,25 23 30 02 15 21,343011048,1003660344,星期二
2017028,2017/3/12,07 08 12 13 22 30,9,07 08 12 13 22 30,9,07 08 12 30 13 22,377657484,977766651,星期日
2017027,2017/3/9,02 04 11 14 27 30,5,02 04 11 14 27 30,5,11 30 27 02 14 04,344767540,980689536,星期四
2017026,2017/3/7,03 10 12 19 27 30,8,03 10 12 19 27 30,8,30 19 10 03 12 27,338217710,954816000,星期二
2017025,2017/3/5,02 15 16 17 22 32,7,02 15 16 17 22 32,7,15 02 22 17 16 32,372684176,1076249141,星期日
2017024,2017/3/2,09 21 25 26 29 31,13,09 21 25 26 29 31,13,25 21 09 29 31 26,342020216,1093529538,星期四
2017023,2017/2/28,01 03 04 11 18 22,14,01 03 04 11 18 22,14,03 04 22 18 01 11,337872226,1072263213,星期二
2017022,2017/2/26,02 06 15 16 18 32,15,02 06 15 16 18 32,15,16 18 06 15 02 32,370988738,1029761908,星期日
2017021,2017/2/23,02 05 10 22 32 33,9,02 05 10 22 32 33,9,05 10 33 02 22 32,329896520,984320688,星期四
2017020,2017/2/21,04 08 10 12 31 33,10,04 08 10 12 31 33,10,31 12 04 08 33 10,321450250,1016040400,星期二
2017019,2017/2/19,04 06 08 12 23 25,8,04 06 08 12 23 25,8,25 04 12 06 23 08,362828374,992823572,星期日
2017018,2017/2/16,01 02 03 17 25 31,9,01 02 03 17 25 31,9,01 31 25 02 17 03,332385048,976565180,星期四
2017017,2017/2/14,03 07 08 10 22 23,12,03 07 08 10 22 23,12,10 03 08 07 22 23,329086094,973496920,星期二
2017016,2017/2/12,05 08 16 22 27 29,2,05 08 16 22 27 29,2,08 29 27 05 16 22,349767606,957434232,星期日
2017015,2017/2/9,01 08 09 14 17 32,1,01 08 09 14 17 32,1,08 01 32 09 17 14,314977594,976589244,星期四
2017014,2017/2/7,06 08 18 20 23 31,13,06 08 18 20 23 31,13,18 06 20 31 23 08,307538720,944740410,星期二
2017013,2017/2/5,08 11 28 29 31 33,6,08 11 28 29 31 33,6,28 31 33 08 11 29,377878424,924629020,星期日
2017012,2017/1/26,10 11 14 15 16 24,7,10 11 14 15 16 24,7,11 16 24 10 15 14,329120186,919697751,星期四
2017011,2017/1/24,10 11 12 23 26 29,16,10 11 12 23 26 29,16,26 10 29 23 12 11,318019266,914786466,星期二
2017010,2017/1/22,05 08 19 25 28 30,7,05 08 19 25 28 30,7,28 05 30 25 08 19,350388682,914275770,星期日
2017009,2017/1/19,02 06 08 09 15 29,14,02 06 08 09 15 29,14,02 08 29 09 15 06,318286702,1043538642,星期四
2017008,2017/1/17,07 13 15 27 28 29,13,07 13 15 27 28 29,13,28 13 15 07 29 27,318368112,1039620330,星期二
2017007,2017/1/15,02 04 05 24 26 33,15,02 04 05 24 26 33,15,26 33 02 04 24 05,358098002,1049607797,星期日
2017006,2017/1/12,02 04 08 26 29 33,8,02 04 08 26 29 33,8,26 29 04 02 08 33,327823184,1019607668,星期四
2017005,2017/1/10,06 11 12 22 23 30,5,06 11 12 22 23 30,5,11 12 23 06 30 22,328457210,1018195332,星期二
2017004,2017/1/8,05 13 17 26 27 30,7,05 13 17 26 27 30,7,30 27 05 17 13 26,361243290,1046462778,星期日
2017003,2017/1/5,01 04 08 15 27 32,16,01 04 08 15 27 32,16,01 27 15 32 08 04,328263696,1089595542,星期四
2017002,2017/1/3,15 19 23 24 25 32,3,15 19 23 24 25 32,3,24 32 23 19 25 15,333473696,1046185700,星期二
2017001,2017/1/1,09 11 14 20 25 26,15,09 11 14 20 25 26,15,26 09 20 25 14 11,376155592,1007519355,星期日
2016153,2016/12/29,07 09 16 24 25 29,6,07 09 16 24 25 29,6,09 16 25 07 29 24,342438226,990091165,星期四
2016152,2016/12/27,02 08 09 16 20 22,7,02 08 09 16 20 22,7,08 09 20 22 16 02,338973816,974772214,星期二
2016151,2016/12/25,06 11 16 20 22 33,7,06 11 16 20 22 33,7,11 06 20 22 16 33,375311070,1013655324,星期日
2016150,2016/12/22,02 04 05 09 13 21,5,02 04 05 09 13 21,5,21 04 09 02 05 13,350741078,1010476368,星期四
2016149,2016/12/20,03 20 23 26 32 33,7,03 20 23 26 32 33,7,32 26 23 20 03 33,342258704,1069092085,星期二
2016148,2016/12/18,01 02 11 20 26 30,14,01 02 11 20 26 30,14,20 01 26 11 30 02,381634232,1060899760,星期日
2016147,2016/12/15,04 14 18 28 31 32,12,04 14 18 28 31 32,12,14 28 31 32 18 04,341474648,1053462300,星期四
2016146,2016/12/13,03 07 15 16 17 23,10,03 07 15 16 17 23,10,03 15 17 07 16 23,344859752,1030668248,星期二
2016145,2016/12/11,01 03 07 12 19 20,6,01 03 07 12 19 20,6,01 03 07 12 19 20,398955964,1019425688,星期日
2016144,2016/12/8,04 10 12 27 32 33,5,04 10 12 27 32 33,5,27 10 04 12 33 32,372346108,1031610174,星期四
2016143,2016/12/6,06 09 23 24 25 33,13,06 09 23 24 25 33,13,09 06 24 23 25 33,378923738,1055352355,星期二
2016142,2016/12/4,01 10 17 21 23 30,12,01 10 17 21 23 30,12,21 30 10 23 01 17,407120242,1025247212,星期日
2016141,2016/12/1,04 13 15 17 21 24,15,04 13 15 17 21 24,15,24 21 04 17 13 15,371798444,1025247440,星期四
2016140,2016/11/29,01 02 05 17 26 32,10,01 02 05 17 26 32,10,32 26 02 17 01 05,360447386,998908480,星期二
2016139,2016/11/27,01 06 19 26 28 30,3,01 06 19 26 28 30,3,28 19 26 30 06 01,395456724,1041642655,星期日
2016138,2016/11/24,07 16 20 24 25 30,7,07 16 20 24 25 30,7,07 20 24 30 25 16,350229764,998764932,星期四
2016137,2016/11/22,01 06 09 10 15 32,14,01 06 09 10 15 32,14,32 15 10 06 01 09,339962622,1024045140,星期二
2016136,2016/11/20,02 07 10 20 27 29,3,02 07 10 20 27 29,3,10 27 02 29 20 07,396457052,989371808,星期日
2016135,2016/11/17,02 08 10 18 20 33,12,02 08 10 18 20 33,12,33 20 02 08 18 10,353219786,973012992,星期四
2016134,2016/11/15,11 12 13 14 18 33,13,11 12 13 14 18 33,13,33 18 13 11 12 14,356409344,1057618368,星期二
2016133,2016/11/13,15 16 21 22 27 33,15,15 16 21 22 27 33,15,15 22 21 27 33 16,397601552,1035115770,星期日
2016132,2016/11/10,05 08 13 19 27 28,7,05 08 13 19 27 28,7,28 05 08 19 27 13,349399364,1107687796,星期四
2016131,2016/11/8,04 10 18 19 25 27,2,04 10 18 19 25 27,2,19 18 25 27 10 04,341425796,1286258608,星期二
2016130,2016/11/6,03 17 21 23 27 28,1,03 17 21 23 27 28,1,23 17 27 21 03 28,389013348,1258366632,星期日
2016129,2016/11/3,05 06 08 21 31 33,14,05 06 08 21 31 33,14,33 06 08 31 05 21,356293078,1236923614,星期四
2016128,2016/11/1,04 09 11 17 26 27,13,04 09 11 17 26 27,13,11 09 27 26 04 17,346505806,1172302677,星期二
2016127,2016/10/30,07 12 17 26 29 31,16,07 12 17 26 29 31,16,17 12 07 29 31 26,377635784,1208693682,星期日
2016126,2016/10/27,02 06 12 17 18 19,10,02 06 12 17 18 19,10,12 18 06 02 19 17,347402822,1154908300,星期四
2016125,2016/10/25,01 06 08 20 27 30,3,01 06 08 20 27 30,3,01 08 06 30 20 27,346147358,1117386530,星期二
2016124,2016/10/23,09 15 21 24 27 32,10,09 15 21 24 27 32,10,32 21 09 15 27 24,370331346,1144946805,星期日
2016123,2016/10/20,07 09 12 14 20 27,16,07 09 12 14 20 27,16,09 20 12 27 14 07,305299416,1119192450,星期四
2016122,2016/10/18,15 22 23 24 28 29,8,15 22 23 24 28 29,8,15 28 23 29 22 24,305059324,1089129612,星期二
2016121,2016/10/16,02 03 10 23 25 28,9,02 03 10 23 25 28,9,28 23 02 10 25 03,340006950,1082073970,星期日
